X[s],"Trigno IM sensor 15: EMG 15 (IM)",X[s],"Trigno IM sensor 15: ACC X 15 (IM)",X[s],"Trigno IM sensor 15: ACC Y 15 (IM)",X[s],"Trigno IM sensor 15: ACC Z 15 (IM)",X[s],"Trigno IM sensor 15: Gyro X 15 (IM)",X[s],"Trigno IM sensor 15: Gyro Y 15 (IM)",X[s],"Trigno IM sensor 15: Gyro Z 15 (IM)",X[s],"Trigno IM sensor 15: Mag X 15 (IM)",X[s],"Trigno IM sensor 15: Mag Y 15 (IM)",X[s],"Trigno IM sensor 15: Mag Z 15 (IM)",X[s],"Trigno IM sensor 16: EMG 16 (IM)",X[s],"Trigno IM sensor 16: ACC X 16 (IM)",X[s],"Trigno IM sensor 16: ACC Y 16 (IM)",X[s],"Trigno IM sensor 16: ACC Z 16 (IM)",X[s],"Trigno IM sensor 16: Gyro X 16 (IM)",X[s],"Trigno IM sensor 16: Gyro Y 16 (IM)",X[s],"Trigno IM sensor 16: Gyro Z 16 (IM)",X[s],"Trigno IM sensor 16: Mag X 16 (IM)",X[s],"Trigno IM sensor 16: Mag Y 16 (IM)",X[s],"Trigno IM sensor 16: Mag Z 16 (IM)"
0.0378,-2.400244E-05,0.2835,0.07470703,0.2835,1.122803,0.2835,0.1884766,0.2835,-0.7621951,0.2835,0.9756098,0.2835,0.5182927,0.567,-52.2,0.567,-101.1,0.567,2.1,0.0378,4.867628E-06,0.2835,0.1330566,0.2835,0.998291,0.2835,0.1311035,0.2835,2.469512,0.2835,-1.798781,0.2835,0.7012195,0.567,35.5,0.567,25.5,0.567,-275.6
0.0387,-1.829557E-05,0.29025,0.07617188,0.29025,1.124268,0.29025,0.190918,0.29025,-0.3963415,0.29025,0.8841463,0.29025,0.4573171,0.5805,-52.5,0.5805,-101.2,0.5805,1.9,0.0387,1.05745E-05,0.29025,0.1467285,0.29025,0.9992676,0.29025,0.1369629,0.29025,2.469512,0.29025,-1.585366,0.29025,0.7317073,0.5805,35.3,0.5805,25.2,0.5805,-276.8
0.0396,-1.661708E-05,0.297,0.07495117,0.297,1.130859,0.297,0.1882324,0.297,-0.4268293,0.297,1.036585,0.297,0.5182927,0.594,-52.4,0.594,-101.1,0.594,2.6,0.0396,-1.678492E-07,0.297,0.1364746,0.297,0.9985352,0.297,0.1286621,0.297,2.439024,0.297,-1.859756,0.297,0.6707317,0.594,35.2,0.594,25.6,0.594,-275.9
0.0405,-1.896696E-05,0.30375,0.07397461,0.30375,1.119141,0.30375,0.1835938,0.30375,-0.1219512,0.30375,1.158537,0.30375,0.3963415,0.6075,-52.3,0.6075,-100.9,0.6075,2.4,0.0405,1.678492E-07,0.30375,0.1347656,0.30375,0.9997559,0.30375,0.1318359,0.30375,2.408537,0.30375,-1.95122,0.30375,0.4573171,0.6075,34.7,0.6075,25.6,0.6075,-276.3
0.0414,-1.510643E-05,0.3105,0.07470703,0.3105,1.119873,0.3105,0.1872559,0.3105,-0.1219512,0.3105,1.219512,0.3105,0.4268293,0.621,-52.4,0.621,-100.6,0.621,2.1,0.0414,1.225299E-05,0.3105,0.1401367,0.3105,0.9934082,0.3105,0.1259766,0.3105,2.469512,0.3105,-2.073171,0.3105,0.3963415,0.621,35.3,0.621,25.7,0.621,-276.8
0.0423,-1.292439E-05,0.31725,0.07128906,0.31725,1.120605,0.31725,0.1945801,0.31725,-0.1219512,0.31725,1.158537,0.31725,0.3658537,0.6345,-52.1,0.6345,-100.9,0.6345,2.4,0.0423,3.356985E-06,0.31725,0.1325684,0.31725,0.9953613,0.31725,0.1276855,0.31725,2.652439,0.31725,-2.22561,0.31725,0.3658537,0.6345,35.3,0.6345,25.6,0.6345,-275.3
0.0432,-8.89601E-06,0.324,0.07202148,0.324,1.119629,0.324,0.185791,0.324,-0.03048781,0.324,1.006098,0.324,0.2743903,0.648,-52,0.648,-101.3,0.648,2,0.0432,-8.392462E-07,0.324,0.1323242,0.324,0.9960938,0.324,0.1223145,0.324,2.621951,0.324,-2.347561,0.324,0.4573171,0.648,35.9,0.648,25.4,0.648,-275.7
0.0441,-5.539025E-06,0.33075,0.07446289,0.33075,1.126221,0.33075,0.1894531,0.33075,-0.09146342,0.33075,0.9451219,0.33075,0.4878049,0.6615,-52.2,0.6615,-101.7,0.6615,3.1,0.0441,7.049668E-06,0.33075,0.135498,0.33075,0.9987793,0.33075,0.1320801,0.33075,2.591464,0.33075,-2.439024,0.33075,0.3658537,0.6615,35.1,0.6615,25.3,0.6615,-275.1
0.045,-2.014191E-06,0.3375,0.07275391,0.3375,1.123779,0.3375,0.1835938,0.3375,-0.2439024,0.3375,0.7621951,0.3375,0.3963415,0.675,-52.4,0.675,-100.9,0.675,2.1,0.045,3.189135E-06,0.3375,0.130127,0.3375,0.9951172,0.3375,0.1315918,0.3375,2.835366,0.3375,-2.134146,0.3375,0.4878049,0.675,35.3,0.675,25.5,0.675,-276.6
0.0459,-9.567407E-06,0.34425,0.07495117,0.34425,1.118652,0.34425,0.1875,0.34425,-0.4878049,0.34425,0.6402439,0.34425,0.3353659,0.6885,-52.2,0.6885,-100.9,0.6885,2.2,0.0459,1.678492E-06,0.34425,0.1257324,0.34425,0.9975586,0.34425,0.1347656,0.34425,2.957317,0.34425,-1.798781,0.34425,0.5182927,0.6885,35.5,0.6885,25.2,0.6885,-276
0.0468,-9.399557E-06,0.351,0.07617188,0.351,1.122314,0.351,0.189209,0.351,-0.3658537,0.351,0.5792683,0.351,0.4268293,0.702,-52.1,0.702,-101.3,0.702,1.2,0.0468,6.881819E-06,0.351,0.1213379,0.351,0.9943848,0.351,0.1386719,0.351,3.109756,0.351,-1.890244,0.351,0.6402439,0.702,35.2,0.702,25.3,0.702,-275.1
0.0477,-5.035477E-06,0.35775,0.06738281,0.35775,1.119385,0.35775,0.1936035,0.35775,-0.6402439,0.35775,0.7926829,0.35775,0.2743903,0.7155,-52.3,0.7155,-101.1,0.7155,2.2,0.0477,1.292439E-05,0.35775,0.1311035,0.35775,0.9956055,0.35775,0.1296387,0.35775,2.835366,0.35775,-1.829268,0.35775,0.4573171,0.7155,35.6,0.7155,25.2,0.7155,-275.5
