X[s],"Trigno IM sensor 15: EMG 15 (IM)",X[s],"Trigno IM sensor 15: ACC X 15 (IM)",X[s],"Trigno IM sensor 15: ACC Y 15 (IM)",X[s],"Trigno IM sensor 15: ACC Z 15 (IM)",X[s],"Trigno IM sensor 15: Gyro X 15 (IM)",X[s],"Trigno IM sensor 15: Gyro Y 15 (IM)",X[s],"Trigno IM sensor 15: Gyro Z 15 (IM)",X[s],"Trigno IM sensor 15: Mag X 15 (IM)",X[s],"Trigno IM sensor 15: Mag Y 15 (IM)",X[s],"Trigno IM sensor 15: Mag Z 15 (IM)",X[s],"Trigno IM sensor 16: EMG 16 (IM)",X[s],"Trigno IM sensor 16: ACC X 16 (IM)",X[s],"Trigno IM sensor 16: ACC Y 16 (IM)",X[s],"Trigno IM sensor 16: ACC Z 16 (IM)",X[s],"Trigno IM sensor 16: Gyro X 16 (IM)",X[s],"Trigno IM sensor 16: Gyro Y 16 (IM)",X[s],"Trigno IM sensor 16: Gyro Z 16 (IM)",X[s],"Trigno IM sensor 16: Mag X 16 (IM)",X[s],"Trigno IM sensor 16: Mag Y 16 (IM)",X[s],"Trigno IM sensor 16: Mag Z 16 (IM)"
0.0297,-3.27306E-05,0.22275,0.2192383,0.22275,0.05297852,0.22275,1.010254,0.22275,19.53435,0.22275,-50.77863,0.22275,-43.63359,0.4455,-19.1,0.4455,-83,0.4455,-12.7,0.0297,0.0002177004,0.22275,0.04638672,0.22275,0.01806641,0.22275,1.06543,0.22275,2.954198,0.22275,-2,0.22275,0.2748092,0.4455,33,0.4455,9,0.4455,-275.7
0.0306,-4.145876E-05,0.2295,0.2224121,0.2295,0.03637695,0.2295,0.9882813,0.2295,29.47328,0.2295,-67.70229,0.2295,-63.92366,0.459,-19,0.459,-83.4,0.459,-13.9,0.0306,9.332418E-05,0.2295,0.04516602,0.2295,0.01928711,0.2295,1.072266,0.2295,2.847328,0.2295,-2.206107,0.2295,0.2900763,0.459,33,0.459,8.9,0.459,-275.6
0.0315,-5.673304E-05,0.23625,0.2478027,0.23625,0.06616211,0.23625,1.014648,0.23625,31.64886,0.23625,-75.82442,0.23625,-66.34351,0.4725,-19.3,0.4725,-83,0.4725,-12.9,0.0315,8.92958E-05,0.23625,0.04418945,0.23625,0.02587891,0.23625,1.065186,0.23625,2.900763,0.23625,-2.053435,0.23625,0.2442748,0.4725,33,0.4725,9.4,0.4725,-275
0.0324,8.392462E-07,0.243,0.2763672,0.243,0.1074219,0.243,0.9941406,0.243,26.08397,0.243,-80.25954,0.243,-70.19084,0.486,-19.4,0.486,-83.3,0.486,-14.2,0.0324,0.0001710384,0.243,0.04101563,0.243,0.0234375,0.243,1.066406,0.243,2.671756,0.243,-2.183206,0.243,0.4045801,0.486,33.1,0.486,8.6,0.486,-275.7
0.0333,-6.210422E-06,0.24975,0.279541,0.24975,0.1489258,0.24975,0.9509277,0.24975,29.22901,0.24975,-89,0.24975,-73.39695,0.4995,-19.4,0.4995,-83.4,0.4995,-14.3,0.0333,9.651331E-05,0.24975,0.04003906,0.24975,0.01953125,0.24975,1.065674,0.24975,2.816794,0.24975,-2.007634,0.24975,0.2748092,0.4995,32.9,0.4995,8.9,0.4995,-275.1
0.0342,-4.112306E-05,0.2565,0.2404785,0.2565,0.1569824,0.2565,0.9306641,0.2565,26.55725,0.2565,-84.36641,0.2565,-69.53435,0.513,-18.7,0.513,-84.5,0.513,-13.7,0.0342,-1.896696E-05,0.2565,0.04443359,0.2565,0.02172852,0.2565,1.067627,0.2565,2.938931,0.2565,-2.076336,0.2565,0.5038168,0.513,32.7,0.513,9.2,0.513,-275.6
0.0351,6.210422E-06,0.26325,0.2312012,0.26325,0.1621094,0.26325,0.8930664,0.26325,20.41221,0.26325,-74.45038,0.26325,-61.9542,0.5265,-18.6,0.5265,-84.5,0.5265,-13.5,0.0351,-1.745632E-05,0.26325,0.04467773,0.26325,0.0246582,0.26325,1.071289,0.26325,2.80916,0.26325,-2.083969,0.26325,0.4503817,0.5265,33.5,0.5265,9,0.5265,-274.6
0.036,-0.0001774166,0.27,0.229248,0.27,0.1757813,0.27,0.8874512,0.27,13.64122,0.27,-65.71756,0.27,-49.1145,0.54,-19.1,0.54,-84.5,0.54,-13.3,0.036,-2.786297E-05,0.27,0.03881836,0.27,0.02026367,0.27,1.064209,0.27,2.900763,0.27,-2.091603,0.27,0.4351145,0.54,32.9,0.54,9.1,0.54,-273.9
0.0369,-0.0002153506,0.27675,0.2260742,0.27675,0.1789551,0.27675,0.8774414,0.27675,9.465649,0.27675,-53.32061,0.27675,-33.0916,0.5535,-18.6,0.5535,-84.9,0.5535,-14.5,0.0369,-0.0001889983,0.27675,0.04492188,0.27675,0.0222168,0.27675,1.05835,0.27675,2.740458,0.27675,-2.083969,0.27675,0.3206107,0.5535,32.8,0.5535,9.2,0.5535,-275.4
0.0378,-0.0002235752,0.2835,0.2258301,0.2835,0.170166,0.2835,0.8764648,0.2835,4.465649,0.2835,-37.51908,0.2835,-16.22137,0.567,-19,0.567,-85.1,0.567,-13.1,0.0378,-0.0001911803,0.2835,0.03881836,0.2835,0.02270508,0.2835,1.066895,0.2835,2.824427,0.2835,-2.236641,0.2835,0.1526718,0.567,32.7,0.567,9.1,0.567,-276
0.0387,-0.0002024262,0.29025,0.2456055,0.29025,0.1530762,0.29025,0.8886719,0.29025,0.2442748,0.29025,-23.57252,0.29025,-4.160306,0.5805,-18.3,0.5805,-85.6,0.5805,-13,0.0387,-0.0001908446,0.29025,0.04614258,0.29025,0.01879883,0.29025,1.059082,0.29025,2.916031,0.29025,-2.236641,0.29025,0.3435115,0.5805,33,0.5805,9,0.5805,-275.1
0.0396,-0.0001626459,0.297,0.2731934,0.297,0.1374512,0.297,0.902832,0.297,-1.664122,0.297,-17.67175,0.297,-0.4274809,0.594,-18.9,0.594,-85.8,0.594,-13.2,0.0396,-0.0001498894,0.297,0.04614258,0.297,0.01708984,0.297,1.066406,0.297,2.717557,0.297,-2.21374,0.297,0.1984733,0.594,33.2,0.594,9.1,0.594,-274.6
0.0405,-0.0001863127,0.30375,0.296875,0.30375,0.1088867,0.30375,0.9291992,0.30375,-3.534351,0.30375,-16.66412,0.30375,-1.671756,0.6075,-19.3,0.6075,-85.9,0.6075,-13.7,0.0405,-0.0001878233,0.30375,0.04199219,0.30375,0.02539063,0.30375,1.065918,0.30375,2.862595,0.30375,-2.305344,0.30375,0.2519084,0.6075,33.2,0.6075,9.1,0.6075,-276
0.0414,-7.70428E-05,0.3105,0.3027344,0.3105,0.1003418,0.3105,0.9367676,0.3105,-4.167939,0.3105,-14.10687,0.3105,-3.89313,0.621,-18.8,0.621,-85.8,0.621,-12.8,0.0414,-0.0001708705,0.3105,0.03662109,0.3105,0.02148438,0.3105,1.070557,0.3105,2.78626,0.3105,-2.167939,0.3105,0.3053435,0.621,33.2,0.621,9.2,0.621,-275
0.0423,2.484169E-05,0.31725,0.3103027,0.31725,0.1062012,0.31725,0.9279785,0.31725,-2.290076,0.31725,-11.50382,0.31725,-3.832061,0.6345,-18.9,0.6345,-86.4,0.6345,-12.6,0.0423,-5.925078E-05,0.31725,0.04345703,0.31725,0.0222168,0.31725,1.056641,0.31725,2.755725,0.31725,-2.236641,0.31725,0.2671756,0.6345,33.4,0.6345,9,0.6345,-275.5
0.0432,0.0002836652,0.324,0.3105469,0.324,0.1159668,0.324,0.9245605,0.324,-0.4122137,0.324,-10.49618,0.324,-3.10687,0.648,-18.8,0.648,-86.4,0.648,-13.7,0.0432,-6.74754E-05,0.324,0.04443359,0.324,0.01855469,0.324,1.069824,0.324,2.770992,0.324,-2.068702,0.324,0.2366412,0.648,33.6,0.648,8.9,0.648,-274.4
0.0441,0.0003385519,0.33075,0.3132324,0.33075,0.1257324,0.33075,0.9165039,0.33075,-3.076336,0.33075,-8.511451,0.33075,-1.198473,0.6615,-19.1,0.6615,-86.4,0.6615,-13.6,0.0441,-8.140688E-05,0.33075,0.04833984,0.33075,0.01831055,0.33075,1.065674,0.33075,2.793893,0.33075,-1.89313,0.33075,0.1908397,0.6615,33.5,0.6615,8.6,0.6615,-275.5
0.045,0.0002892042,0.3375,0.3132324,0.3375,0.1350098,0.3375,0.9208984,0.3375,-7.541985,0.3375,-2.076336,0.3375,1.801527,0.675,-18.7,0.675,-86,0.675,-13,0.045,-5.539025E-06,0.3375,0.03833008,0.3375,0.01855469,0.3375,1.055664,0.3375,2.740458,0.3375,-2.251908,0.3375,0.3206107,0.675,33.3,0.675,8.5,0.675,-275.7
0.0459,0.0002979324,0.34425,0.3283691,0.34425,0.1347656,0.34425,0.9294434,0.34425,-10.44275,0.34425,2.412214,0.34425,5.862596,0.6885,-18.7,0.6885,-86.1,0.6885,-14.3,0.0459,7.133593E-05,0.34425,0.046875,0.34425,0.02026367,0.34425,1.065674,0.34425,2.931298,0.34425,-2.175573,0.34425,0.2442748,0.6885,33.2,0.6885,8.7,0.6885,-275.9
0.0468,0.0002044404,0.351,0.3395996,0.351,0.1430664,0.351,0.923584,0.351,-11.79389,0.351,1.022901,0.351,8.458015,0.702,-18.7,0.702,-85.4,0.702,-12.6,0.0468,6.562906E-05,0.351,0.04736328,0.351,0.02099609,0.351,1.050049,0.351,2.763359,0.351,-2.091603,0.351,0.3129771,0.702,33.3,0.702,8.9,0.702,-275.7
